,Altura,Año,Nombre,Peso,Yardas_totales
34,182.88,1948,"Carr, Eddie", 185,0.0
35,185.928,1960,"Carr, Jimmy", 206,0.0
36,185.928,1989,"Carr, Lydell", 226,0
37,185.928,1988,"Carruth, Paul Ott", 220,614
38,185.928,1965,"Carson, Kern", 200,25
39,182.88,1942,"Carson, Howie", 190,0
40,182.88,1998,"Carter, Tony", 235,256
41,175.0,2012,"Carter, Delone", 232,499
42,175.0,1993,"Carter, Dexter", 170,"1,042"
43,180.0,1985,"Carter, Joe", 198,589
44,177.5,1999,"Carter, Ki-Jana", 226,"1,144"
45,188.976,2005,"Carter, Kerry", 237,13
46,180.0,1977,"Carter, Louis", 207,940
47,182.88,1988,"Carter, Rodney", 218,244
48,180.0,1975,"Carter, Allen", 208,95
49,180.0,1953,"Carter, Willie", 198,-3
50,182.88,2005,"Carthon, Ran", 218,22
51,185.928,1989,"Carthon, Maurice", 225,950
52,172.5,2007,"Cartwright, Rock", 215,956
53,180.0,1984,"Carver, Mel", 221,624
54,180.0,1947,"Casanega, Ken", 175,0.0
55,188.976,1961,"Casares, Rick", 226,"5,797"
56,177.5,1923,"Casey, Pete", 180,0
57,192.024,2012,"Casey, James", 240,842
58,177.5,2005,"Cason, Aveion", 215,562
59,182.88,1952,"Cason, Jim", 171,0.0
60,177.5,1960,"Cassady, Hopalong", 183,"1,229"
61,182.88,1954,"Cassara, Frank", 215,17
62,185.928,1967,"Cassese, Tom", 198,0.0
63,180.0,1940,"Cassiano, Dick", 175,84
64,180.0,1945,"Castiglia, Jim", 208,"1,055"
65,180.0,2009,"Castille, Tim", 238,58
66,182.88,1950,"Cathcart, Royal", 185,5
67,182.88,1951,"Cathcart, Sam", 175,0.0
68,182.88,2010,"Caulcrick, Jehuu", 269,2
69,182.88,1932,"Cavosie, John", 207,192
70,182.88,1996,"Centers, Larry", 225,"2,188"
71,177.5,1984,"Cephous, Frank", 205,2
72,185.928,1992,"Chaffey, Pat", 218,330
73,192.024,1960,"Chamberlain, Dan", 200,295
74,182.88,1999,"Chancey, Robert", 252,320
0,188.976,1953,"Chandnois, Lynn", 198,"1,934"
1,182.88,1999,"Chaney, Jermaine", 215,0
2,188.976,2013,"Chapas, Shaun", 241,0
3,177.5,2002,"Chapman, Doug", 213,317
4,175.0,1975,"Chapman, Gil", 180,0
5,185.928,2006,"Chapman, Kory", 202,0
6,185.928,2006,"Charles, Earl", 215,0
7,177.5,1920,"Charpier, Len", 235,0
8,188.976,1982,"Chatman, Cliff", 225,80
9,172.5,2005,"Chatman, Jesse", 225,951
10,185.928,1965,"Cheeks, B.W.", 229,0
11,170.0,1986,"Cherry, Tony", 187,107
12,182.88,1938,"Cherry, Ed", 208,48
13,188.976,1966,"Chesser, George", 220,77
14,175.0,1987,"Chetti, Joe", 205,0
15,185.928,1947,"Cheverko, George", 197,0.0
16,182.88,1960,"Childress, Joe", 202,"2,210"
17,180.0,1966,"Childs, Clarence", 186,0.0
18,182.88,1987,"Chirico, John", 220,22
19,185.928,2015,"Chisholm, Jawon", 206,0
20,177.5,2010,"Choice, Tashard", 210,"1,579"
21,185.928,1936,"Christensen, Frank", 199,308
22,192.024,1983,"Christensen, Todd", 230,"5,872"
23,180.0,1997,"Christian, Bob", 232,831
24,185.928,1955,"Christiansen, Jack", 205,0.0
25,182.88,1940,"Christiansen, Marty", 200,71
26,180.0,1995,"Christopherson, Ryan", 237,16
27,177.5,1967,"Christy, Earl", 195,0
28,177.5,1960,"Christy, Dick", 191,"1,267"
29,180.0,1948,"Cifers, Bob", 201,787
30,177.5,1988,"Clack, Darryl", 219,113
31,177.5,1980,"Claitt, Rickey", 206,234
32,177.5,1932,"Clancy, Stu", 189,0.0
33,188.976,2010,"Clapp, Matt", 246,0
34,170.0,1927,"Clark, Pots", 180,0
35,177.5,1981,"Clark, Allan", 186,140
36,188.976,1977,"Clark, Boobie", 245,"3,032"
37,180.0,1987,"Clark, Darryl", 204,11
38,185.928,1994,"Clark, Derrick", 235,168
39,175.0,1933,"Clark, James", 170,276
40,182.88,1987,"Clark, Jessie", 231,"1,736"
41,175.0,1991,"Clark, Ken", 201,510
42,170.0,1987,"Clark, Spark", 182,0
43,177.5,1932,"Clark, Algy", 190,0.0
44,172.5,1920,"Clark, Babe", 170,0
45,182.88,1944,"Clarke, Harry", 186,"1,209"
46,182.88,1948,"Clatt, Corwin", 210,0.0
47,180.0,2014,"Clay, Brennan", 201,0
48,185.928,2011,"Clay, John", 233,41
49,182.88,1952,"Clay, Randy", 188,280
50,180.0,1948,"Clay, Walt", 196,0.0
51,192.024,1981,"Clayton, Ralph", 222,0
52,180.0,2009,"Clayton, Thomas", 222,29
53,198.12,2003,"Cleeland, Cameron", 270,"1,478"
54,188.976,1955,"Clemens, Bob", 200,0
55,185.928,1962,"Clemens, Bob", 208,9
56,192.024,1972,"Clements, Vince", 210,435
57,180.0,2001,"Clemons, Lloyd", 207,0
58,,1987,"Clemons, Mike", 166,7
59,180.0,1987,"Clemons, Topper", 205,0
60,188.976,1963,"Cline, Doug", 230,0.0
61,182.88,1950,"Cline, Ollie", 200,447
62,177.5,1952,"Cloud, Jack", 220,141
63,177.5,2002,"Cloud, Mike", 205,648
64,,1924,"Clow, Herbert", 180,0
65,188.976,2012,"Clutts, Tyler", 250,0
66,198.12,1965,"Coan, Bert", 220,"1,259"
67,185.928,1948,"Coates, Ray", 195,231
68,188.976,2008,"Coats, Daniel", 270,291
69,180.0,2015,"Cobb, David", 229,146
70,177.5,2005,"Cobb, DeAndra", 196,0
71,185.928,2007,"Cobb, Erryn", 241,0
72,185.928,1993,"Cobb, Reggie", 212,"3,743"
73,180.0,2014,"Cobb, Terrance", 220,0
74,175.0,1993,"Cobb, Trevor", 190,0
0,177.5,1987,"Cobble, Eric", 205,23
1,182.88,2006,"Cobbs, Cedric", 227,59
2,172.5,2008,"Cobbs, Patrick", 205,171
3,172.5,2003,"Cobourne, Avon", 205,27
4,182.88,1948,"Cochran, Red", 193,0.0
5,182.88,1949,"Cochran, Leon", 209,135
6,177.5,1949,"Cody, Ed", 191,0.0
7,182.88,2009,"Coffee, Glen", 209,226
8,188.976,1968,"Coffey, Junior", 215,"2,037"
9,188.976,1951,"Cole, Emerson", 215,357
10,175.0,1939,"Cole, John", 197,79
11,188.976,1970,"Cole, Terry", 220,641
12,182.88,1946,"Colella, Tom", 187,0.0
13,175.0,2008,"Coleman, Alonzo", 210,0
14,170.0,2001,"Coleman, KaRon", 198,200
15,185.928,1995,"Coleman, Lincoln", 235,312
16,177.5,1978,"Coleman, Ronnie", 195,"2,769"
17,180.0,1977,"Collier, Mike", 200,370
18,182.88,1950,"Collins, Rip", 190,105
19,185.928,1976,"Collins, Sonny", 196,319
20,180.0,1985,"Collins, Tony", 208,"4,647"
21,177.5,1999,"Collins, Cecil", 207,414
22,180.0,1979,"Collins, Larry", 189,64
23,185.928,2011,"Collins, Jed", 252,68
24,175.0,1988,"Collins, Patrick", 177,2
25,188.976,1948,"Colmer, Mickey", 219,0
26,182.88,2003,"Combs, Derek", 185,0
27,175.0,2006,"Combs, Jonathan", 227,0
28,185.928,2001,"Comella, Greg", 240,66
29,,1926,"Comer, Hook", 180,0
30,177.5,1929,"Comier, Ulysses", 195,0
31,180.0,1947,"Compagno, Tony", 199,444
32,188.976,1965,"Compton, Dick", 190,733
33,180.0,1943,"Condit, Merl", 187,"1,713"
34,180.0,1955,"Cone, Fred", 199,"1,156"
35,185.928,1969,"Conjar, Larry", 214,102
36,188.976,1972,"Conley, Steve", 225,0.0
37,167.5,1920,"Conn, Tuffy", 155,0
38,177.5,1926,"Connell, Ward", 173,0
39,180.0,2012,"Conner, John", 245,108
40,177.5,1925,"Connor, Dutch", 190,0
41,175.0,1931,"Constantine, Irv", 200,0
42,182.88,1924,"Conzelman, Jimmy", 175,0
43,188.976,1935,"Cook, Dave", 203,0.0
44,175.0,2013,"Cook, Jamaine", 215,0
45,177.5,2005,"Cook, Jameel", 237,43
46,182.88,2009,"Cook, Jason", 245,0
47,180.0,1987,"Cook, Kelly", 225,3
48,185.928,2006,"Cooper, A.J.", 240,0
49,177.5,2011,"Cooper, Graig", 205,0
50,188.976,1983,"Cooper, Earl", 227,"1,152"
51,177.5,2012,"Cooper, Nicholas", 249,0
52,180.0,2002,"Cooper, Rafael", 205,57
53,192.024,1963,"Cooper, Bill", 215,15
54,185.928,1937,"Cooper, Bud", 204,45
55,180.0,2014,"Copeland, J.C.", 260,0
56,172.5,2016,"Coprich, Marshaun", 207,0
57,175.0,1935,"Corbett, George", 179,6
58,185.928,2010,"Corcoran, Jack", 235,0
59,188.976,1940,"Cordill, Olie", 190,73
60,177.5,1943,"Corgan, Mike", 188,14
61,182.88,1984,"Corley, Anthony", 210,89
62,167.5,1948,"Corn, Joe", 168,27
63,188.976,1974,"Cornell, Bo", 220,0.0
64,182.88,2014,"Cornett, Tim", 210,0
65,170.0,1931,"Cornsweet, Al", 180,0
66,182.88,1935,"Corzine, Red", 213,0.0
67,180.0,1935,"Cosgrove, Thomas", 175,18
68,185.928,1995,"Cothran, Jeff", 249,191
69,188.976,2008,"Cotrone, Anthony", 260,0
70,188.976,2015,"Cottom, Brandon", 262,0
71,182.88,1997,"Cotton, Kenyon", 255,10
72,180.0,1962,"Counts, Johnny", 175,55
73,182.88,1946,"Couppee, Al", 225,0
74,177.5,1952,"Coutre, Larry", 175,322
0,185.928,1987,"Covington, Jaime", 234,0
1,180.0,1984,"Cowan, Larry", 194,3
2,180.0,1948,"Cowan, Bob", 185,0
3,188.976,1949,"Cowhig, Gerry", 215,0.0
4,182.88,1979,"Cowins, Ben", 192,0
5,192.024,1953,"Cox, Billy", 189,0.0
6,182.88,2011,"Cox, Lucas", 245,0
7,185.928,2013,"Cox, Michael", 222,76
8,182.88,2010,"Cox, Mike", 252,3
9,172.5,1930,"Crabtree, Clyde", 160,0
10,185.928,1963,"Craddock, Nate", 220,1
11,182.88,1983,"Craft, Donnie", 206,189
12,175.0,1950,"Craft, Russ", 178,0.0
13,198.12,1963,"Craig, Dobie", 200,734
14,182.88,1988,"Craig, Roger", 222,"8,189"
15,188.976,1944,"Crain, Milt", 225,78
16,180.0,1923,"Cramer, Carl", 184,0
17,188.976,2006,"Cramer, Casey", 250,0
18,185.928,1923,"Crangle, Jack", 200,0
19,188.976,2012,"Crank, Jared", 238,0
20,182.88,1937,"Crass, Bill", 205,8
21,182.88,1995,"Craver, Aaron", 232,966
22,188.976,1986,"Crawford, Charles", 235,88
23,185.928,1962,"Crawford, Jim", 205,"1,078"
24,180.0,1922,"Crawford, Ken", 185,0
25,177.5,1987,"Crawford, Mike", 215,0
26,177.5,1978,"Crawford, Rufus", 180,19
27,182.88,1936,"Crayne, Dick", 205,338
28,177.5,2015,"Creecy, Tony", 204,0
29,185.928,2012,"Creer, Lennon", 216,0
30,188.976,1967,"Crenshaw, Willis", 230,"2,428"
31,180.0,1984,"Cribbs, Joe", 190,"5,356"
32,180.0,1945,"Crimmins, Bernie", 195,0
33,188.976,2001,"Crockett, Zack", 240,"1,701"
34,180.0,1929,"Cronin, Jack", 178,0
35,175.0,1922,"Cronin, Tommy", 170,0
36,177.5,1928,"Cronin, Bill", 183,0
37,180.0,1994,"Croom, Corey", 208,252
38,177.5,2006,"Croom, Larry", 205,76
39,182.88,2002,"Crosby, Phillip", 242,0
40,180.0,1975,"Crosby, Steve", 205,54
41,167.5,1952,"Cross, Billie", 151,826
42,180.0,2008,"Crosslin, Julius", 245,0
43,188.976,1973,"Crosswhite, Leon", 215,79
44,180.0,1984,"Crouse, Ray", 214,169
45,182.88,1960,"Crouthamel, Jake", 195,16
46,185.928,1962,"Crow, Wayne", 205,"1,085"
47,188.976,1963,"Crow, John David", 220,"4,963"
48,185.928,1974,"Crowe, Larry", 198,2
49,185.928,1950,"Crowe, Paul", 195,0.0
50,175.0,1925,"Crowley, Jim", 165,0
51,188.976,1989,"Crudup, Derrick", 210,0.0
52,185.928,1963,"Crump, Harry", 205,120
53,182.88,1983,"Crutchfield, Dwayne", 235,993
54,182.88,2007,"Cruz, Ronnie", 244,19
55,192.024,1974,"Csonka, Larry", 237,"8,081"
56,177.5,2008,"Cuff, Omar", 195,0
57,185.928,1942,"Cuff, Ward", 192,"1,851"
58,182.88,1979,"Culbreath, Jim", 209,156
59,182.88,1998,"Cullors, Derrick", 195,149
60,175.0,1994,"Culver, Rodney", 224,689
61,182.88,1962,"Cunningham, Jim", 224,337
62,182.88,1971,"Cunningham, Doug", 200,"1,515"
63,192.024,1977,"Cunningham, Sam", 226,"5,453"
64,185.928,1953,"Curcillo, Tony", 200,0.0
65,182.88,1947,"Cure, Armand", 198,0
66,182.88,2009,"Curran, Dan", 240,0
67,195.072,1973,"Curran, Pat", 238,"1,266"
68,175.0,2012,"Curtis, De'Anthony", 211,0
69,192.024,1971,"Curtis, Mike", 232,0.0
70,188.976,1993,"Cuthbert, Randy", 222,7
71,188.976,1984,"D'Addio, Dave", 235,46
72,182.88,1996,"D'Agostino, Lou", 235,0
73,177.5,1951,"D'Alonzo, Pete", 210,18
74,192.024,2011,"D'Imperio, Ryan", 240,0.0
0,177.5,1931,"DaGata, Fred", 187,0
1,177.5,1921,"DaPrato, Jerry", 185,0
2,177.5,1994,"Daigle, Anthony", 198,0
3,188.976,1947,"Daley, Bill", 210,0
4,167.5,1922,"Dalton, Moxie", 165,0
5,195.072,2011,"Daniels, Alex", 276,0.0
6,185.928,1964,"Daniels, Clem", 220,"5,138"
7,177.5,2007,"Daniels, P.J.", 210,0
8,192.024,1991,"Danley, Stacy", 216,0
9,177.5,2002,"Dantzler, Woody", 209,21
10,180.0,1931,"Danziger, Fred", 175,0
11,175.0,1996,"Dar Dar, Kirby", 192,0
12,177.5,2009,"Darby, Kenneth", 219,408
13,182.88,1996,"Darkins, Chris", 210,0
14,185.928,1966,"Daugherty, Bob", 210,0
15,185.928,2005,"Davenport, Najeh", 247,"1,819"
16,195.072,1931,"Davenport, Wayne", 187,0
17,188.976,1987,"Davenport, Ron", 230,"1,127"
18,182.88,1938,"Davidson, Bill", 182,372
19,180.0,1971,"Davis, Sonny", 215,163
20,177.5,1977,"Davis, Anthony", 190,304
21,185.928,1956,"Davis, Art", 195,6
22,177.5,1975,"Davis, Brad", 204,0
23,177.5,2007,"Davis, Carey", 225,118
24,180.0,1975,"Davis, Charlie", 200,482
25,180.0,2003,"Davis, Chris", 235,0
26,177.5,1975,"Davis, Clarence", 195,"3,640"
27,177.5,1987,"Davis, Elgin", 192,43
28,177.5,1978,"Davis, Gary", 202,"1,410"
29,175.0,1950,"Davis, Glenn", 172,616
30,180.0,2010,"Davis, James", 218,75
31,185.928,1942,"Davis, Bob", 180,904
32,177.5,2008,"Davis, Jason", 242,0
33,177.5,1950,"Davis, Jerry", 178,0.0
34,,1920,"Davis, John", 155,0
35,185.928,1982,"Davis, Johnny", 235,"1,094"
36,177.5,2004,"Davis, Josh", 200,0
37,177.5,1990,"Davis, Kenneth", 208,"3,513"
38,185.928,1996,"Davis, Michael", 230,0
39,180.0,1978,"Davis, Tony", 212,345
40,177.5,1922,"Davis, Pahl", 185,0
41,185.928,1947,"Davis, Paul", 188,4
42,180.0,1970,"Davis, Dick", 215,94
43,180.0,1940,"Davis, Corby", 212,382
44,182.88,1982,"Davis, Russell", 227,474
45,182.88,2001,"Davis, Stephen", 230,"8,052"
46,185.928,1974,"Davis, Steve", 218,"1,305"
47,180.0,1999,"Davis, Terrell", 210,"7,607"
48,177.5,2011,"Davis, Tristan", 211,0
49,170.0,1998,"Davis, Troy", 191,446
50,185.928,1996,"Davison, Jerone", 235,4
51,182.88,1973,"Dawkins, Joe", 223,"2,661"
52,172.5,1995,"Dawkins, Ralph", 195,0
53,175.0,1944,"Dawley, Fred", 190,16
54,177.5,2007,"Dawson, Clifton", 212,64
55,180.0,1953,"Dawson, Gib", 180,18
56,175.0,1924,"Dayhoff, Harry", 180,0
57,177.5,2004,"Dayne, Ron", 245,"3,722"
58,182.88,1947,"DeFruiter, Bob", 190,0.0
59,185.928,1974,"DeGrenier, Jack", 225,110
60,195.072,1999,"DeLong, Greg", 255,257
61,182.88,1941,"DeSantis, Dan", 180,125
62,,1924,"DeStefano, Fred", 195,0
63,182.88,1942,"Deal, Rufus", 220,12
64,188.976,1962,"Dean, Ted", 213,923
65,177.5,1991,"Dean, Walter", 211,0
66,180.0,2006,"Dean, B.J.", 246,0
67,188.976,2013,"Debniak, Alex", 240,0
68,177.5,1981,"Delaney, Joe", 184,"1,501"
69,180.0,1948,"Dellerba, Spiro", 200,0.0
70,177.5,1978,"Deloplaine, Jack", 205,165
71,182.88,1990,"Delpino, Robert", 198,"1,815"
72,170.0,2013,"Demps, Jeff", 191,14
73,185.928,1968,"Dennis, Mike", 207,136
74,185.928,1976,"Dennison, Doug", 202,"1,112"
0,185.928,1967,"Denny, Earl", 205,9
1,177.5,2001,"Denson, Autry", 203,212
2,185.928,1974,"Denson, Moses", 215,586
3,172.5,1923,"Detwiller, John", 190,0
4,185.928,1947,"Dewar, Jim", 190,0.0
5,180.0,1987,"DiRenzo, Fred", 234,5
6,177.5,1987,"DiRico, Robert", 202,90
7,192.024,2011,"Dial, Preston", 237,0
8,175.0,1982,"Diana, Rich", 220,31
9,185.928,1995,"Dickerson, Bryan", 260,0
10,185.928,2012,"Dickerson, Dorin", 226,151
11,192.024,1988,"Dickerson, Eric", 220,"13,259"
12,185.928,1983,"Dickey, Curtis", 213,"4,019"
13,188.976,1962,"Dickinson, Bo", 220,693
14,185.928,2004,"Diedrick, Dahrran", 228,0
15,182.88,1929,"Diehl, Wally", 204,0
16,177.5,2011,"Dierking, Dan", 195,0
17,177.5,1981,"Dierking, Scott", 218,"2,915"
18,185.928,2001,"Dillon, Corey", 225,"11,241"
19,180.0,1949,"Dimancheff, Babe", 178,802
20,188.976,1991,"Dingle, Mike", 240,91
21,185.928,2012,"Dixon, Anthony", 233,934
22,185.928,1967,"Dixon, Hewritt", 230,"3,090"
23,175.0,1989,"Dixon, James", 181,503
24,185.928,2006,"Dixon, Jimmy", 230,0
25,182.88,1981,"Dixon, Zachary", 203,732
26,177.5,1924,"Doane, Dinger", 190,0
27,182.88,1934,"Doehring, John", 216,220
28,177.5,1951,"Doll, Don", 185,0.0
29,180.0,1987,"Dollinger, Tony", 205,22
30,188.976,1967,"Donaldson, Gene", 230,-1
31,180.0,2011,"Donaldson, Herb", 221,0
32,188.976,1975,"Donchez, Tom", 216,0
33,170.0,1941,"Donelli, Al", 165,16
34,175.0,1927,"Donohoe, Bill", 165,0
35,195.072,1956,"Dooley, Jim", 198,"3,172"
36,192.024,1982,"Doornink, Dan", 210,"1,836"
37,180.0,1983,"Dorsett, Tony", 192,"12,739"
38,180.0,2008,"Dorsey, DeDe", 210,191
39,170.0,2009,"Dorsey, Dominique", 175,0
40,182.88,1948,"Doss, Noble", 186,238
41,185.928,1952,"Dottley, John", 200,"1,122"
42,177.5,2004,"Douglas, Chris", 200,0
43,177.5,1991,"Douglas, Derrick", 205,0
44,182.88,1933,"Douglas, Ben", 185,6
45,182.88,1960,"Douglas, Merrill", 204,213
46,185.928,2007,"Douglas, Robert", 230,0
47,180.0,1926,"Douglass, Leo", 190,0
48,182.88,1938,"Douglass, Bob", 195,10
49,185.928,1997,"Douthard, Ty", 215,0
50,182.88,1939,"Dow, Woody", 195,13
51,177.5,1941,"Dow, Ken", 198,0
52,192.024,1963,"Dowdle, Mike", 235,0.0
53,188.976,1935,"Dowell, Mule", 206,155
54,175.0,2004,"Downs, Chris", 193,0
55,185.928,1997,"Downs, Gary", 210,149
56,,1921,"Dowrick, Perry", 172,0
57,182.88,1989,"Dozier, D.J.", 210,691
58,182.88,1972,"Dragon, Oscar", 214,30
59,188.976,2001,"Dragos, Scott", 245,0
60,185.928,1939,"Drake, Johnny", 213,"1,700"
61,185.928,1954,"Drazenovich, Chuck", 225,0.0
62,192.024,1972,"Dressler, Doug", 228,"1,125"
63,177.5,1949,"Dreyer, Wally", 165,172
64,180.0,1924,"Driscoll, Paddy", 160,0
65,170.0,1987,"Driver, Stacey", 190,31
66,180.0,2004,"Droughns, Reuben", 220,"3,602"
67,177.5,1946,"Drulis, Al", 193,0.0
68,185.928,1990,"Drummond, Robert", 205,187
69,180.0,1956,"Drzewiecki, Ron", 185,65
70,180.0,1987,"DuBose, Doug", 190,149
71,180.0,1977,"DuBose, Jimmy", 217,704
72,180.0,1964,"Dubenion, Elbert", 187,"5,294"
73,182.88,2006,"Duckett, T.J.", 254,"2,814"
74,182.88,1987,"Dudek, Joe", 200,154
0,180.0,1947,"Dudish, Andy", 182,5
1,182.88,2007,"Dudley, Kevin", 238,0
2,182.88,1962,"Dudley, Paul", 185,121
3,177.5,1948,"Dudley, Bill", 182,"3,057"
4,177.5,1929,"Duffy, Pat", 185,0
5,177.5,1924,"Duford, Dukes", 180,0
6,195.072,2008,"Dugan, Jeff", 258,191
7,182.88,1921,"Duggan, Eddie", 200,0
8,182.88,1944,"Duhart, Paul", 180,200
9,182.88,1970,"Duhon, Bobby", 195,840
10,182.88,2000,"Dukes, Chad", 230,2
11,182.88,1997,"Dulaney, Mike", 245,0
12,177.5,1994,"Dunbar, Vaughn", 204,935
13,182.88,1977,"Duncan, Brian", 201,60
14,195.072,2015,"Duncan, Joe Don", 270,0
15,188.976,1966,"Dunn, Perry Lee", 210,653
16,175.0,2003,"Dunn, Warrick", 187,"10,967"
17,,1920,"Dunne, Pat", 182,0
18,192.024,1940,"Dunstan, Elwyn", 238,6
19,180.0,1988,"Dupard, Reggie", 206,704
20,180.0,1958,"Dupre, L.G.", 190,"1,761"
21,188.976,1990,"Dupree, Marcus", 220,251
22,175.0,1946,"Durdan, Don", 175,0
23,182.88,1948,"Durkota, Jeff", 205,0
24,188.976,1970,"Dusenbery, Bill", 198,6
25,177.5,1946,"Dutton, Bill", 180,169
26,180.0,2012,"Dwyer, Jonathan", 229,"1,022"
27,180.0,2001,"Dyer, Deon", 255,0
28,188.976,1968,"Dyer, Henry", 230,256
29,175.0,2015,"Dyer, Michael", 220,0
30,177.5,2012,"Eachus, Nate", 212,18
31,,1922,"Eagle Feather, null",le F,0
32,177.5,1948,"Earhart, Ralph", 165,194
33,198.12,1979,"Earl, Robin", 242,382
34,185.928,1978,"Earley, Jim", 230,0
35,192.024,1920,"Early, Guy", 210,0
36,188.976,1981,"Easley, Walt", 226,235
37,180.0,2005,"Easlick, Doug", 243,0
38,182.88,2010,"Eason, Cordera", 233,0
39,188.976,2004,"Easy, Omar", 245,1
40,177.5,2006,"Echemandu, Adimchinobe", 225,110
41,175.0,1925,"Eckberg, Gus", 180,0
42,180.0,2008,"Eckel, Kyle", 237,175
43,185.928,1928,"Eckhardt, Ox", 190,0
44,182.88,1980,"Eckwood, Jerry", 198,"1,845"
45,185.928,1970,"Eddy, Nick", 210,523
46,188.976,1923,"Edgar, Bill", 185,0
47,180.0,1990,"Edmonds, Bobby Joe", 190,17
48,192.024,2003,"Edmonds, Chris", 250,0
49,185.928,2000,"Edwards, Brian", 230,0
50,180.0,1930,"Edwards, Bud", 190,0
51,192.024,1972,"Edwards, Cid", 230,"3,006"
52,175.0,2015,"Edwards, Jahwan", 220,0
53,175.0,1979,"Edwards, Jimmy", 185,0
54,182.88,2001,"Edwards, Marc", 249,405
55,185.928,1943,"Edwards, Marshall", 190,5
56,180.0,2000,"Edwards, Robert", 220,"1,222"
57,182.88,2007,"Edwards, Sha-ron", 220,0
58,182.88,1984,"Edwards, Stan", 208,533
59,180.0,1990,"Egu, Patrick", 205,20
60,182.88,1925,"Eichenlaub, Ray", 225,0
61,,1920,"Eissler, Alfred",ed E,0
62,188.976,1976,"Eley, Monroe", 210,276
63,175.0,1996,"Elias, Keith", 203,124
64,180.0,1930,"Elkins, Chief", 190,0.0
65,180.0,1979,"Ellender, Rich", 171,0
66,180.0,1986,"Ellerson, Gary", 220,688
67,182.88,1977,"Elliott, Lenvil", 205,"1,900"
68,177.5,1926,"Elliott, Doc", 209,0
69,180.0,1986,"Ellis, Craig", 185,144
70,180.0,1983,"Ellis, Gerry", 221,"3,826"
71,185.928,1971,"Ellison, Glenn", 215,0
72,177.5,1997,"Ellison, Jerry", 204,368
73,188.976,1971,"Ellison, Willie", 210,"3,426"
74,185.928,1935,"Ellstrom, Swede", 203,345
0,172.5,1929,"Elness, Shorty", 166,0
1,172.5,1946,"Elsey, Earl", 175,0
2,177.5,1956,"Elter, Leo", 201,"1,380"
3,177.5,2011,"Elzy, Anthony", 210,0
4,175.0,1987,"Emery, Larry", 195,5
5,195.072,2001,"Emmerich, Conrad", 268,0
6,185.928,1940,"Emmons, Frank", 213,77
7,185.928,1970,"Engel, Steve", 218,0
8,192.024,1932,"Engelmann, Wuert", 191,0.0
9,182.88,1921,"Englund, Harry", 185,0
10,177.5,2003,"Engram, Bobby", 192,"7,751"
11,182.88,1999,"Enis, Curtis", 250,"1,497"
12,185.928,1951,"Enke, Fred", 208,53
13,177.5,1926,"Enright, Rex", 198,0
14,195.072,1970,"Enyart, Bill", 235,387
15,175.0,1956,"Epps, Bobby", 198,771
16,177.5,1944,"Erdlitz, Dick", 181,93
17,177.5,1985,"Erenberg, Rich", 200,642
18,175.0,1927,"Erickson, Hal", 193,0
19,177.5,2008,"Ervin, Allen", 224,0
20,170.0,1993,"Ervins, Ricky", 195,"2,114"
21,182.88,1968,"Erwin, Terry", 190,76
22,180.0,1945,"Eshmont, Len", 179,164
23,180.0,2013,"Eskridge, De'Leon", 215,0
24,182.88,1977,"Esposito, Mike", 183,439
25,182.88,2005,"Evans, Heath", 250,579
26,185.928,1997,"Evans, Chuck", 245,498
27,182.88,2011,"Evans, Darren", 232,0
28,180.0,1947,"Evans, Fred", 185,15
29,185.928,1973,"Evans, Charlie", 220,644
30,182.88,1987,"Evans, James", 220,0
31,192.024,1961,"Evans, Dale", 210,0
32,185.928,2008,"Evans, Jonathan", 245,0
33,180.0,1983,"Evans, Reggie", 201,11
34,177.5,1985,"Everett, Major", 215,158
35,180.0,2013,"Ewing, Bradie", 243,0
36,188.976,1968,"Ezerins, Vilnis", 217,2
37,175.0,1990,"Ezor, Blake", 181,81
38,180.0,1988,"Faaola, Nuu", 215,71
39,185.928,2001,"Fair, Carl", 219,0
40,182.88,1947,"Faircloth, Art", 190,0.0
41,177.5,1922,"Falcon, Guil", 220,0
42,177.5,1943,"Falkenstein, Tony", 205,200
43,182.88,1942,"Famiglietti, Gary", 225,"1,981"
44,180.0,2011,"Fannin, Mario", 224,0
45,185.928,2007,"Fargas, Justin", 220,"3,369"
46,177.5,1942,"Farkas, Andy", 189,"2,103"
47,177.5,1984,"Farley, John", 202,11
48,180.0,1978,"Farmer, Teddy", 175,4
49,182.88,1978,"Farmer, Dave", 205,0
50,180.0,2006,"Farmer, Derek", 205,0
51,185.928,2016,"Farmer, George", 220,1
52,180.0,1987,"Farmer, Kelvin", 195,0
53,180.0,1999,"Farmer, Robert", 217,0
54,180.0,1947,"Farmer, Tom", 190,307
55,182.88,1989,"Farr, Mel Jr.", 222,0
56,188.976,1970,"Farr, Mel", 210,"3,072"
57,175.0,1938,"Farrell, Scrapper", 204,425
58,182.88,2007,"Fason, Ciatrick", 207,161
59,172.5,2005,"Faulk, Kevin", 202,"3,607"
60,177.5,2000,"Faulk, Marshall", 211,"12,279"
61,192.024,1921,"Fausch, Frank", 250,0
62,188.976,1999,"Fazande, Jermaine", 255,733
63,182.88,1931,"Feather, Tiny", 197,0.0
64,177.5,1937,"Feathers, Beattie", 185,"1,980"
65,185.928,1942,"Fedora, Walt", 190,34
66,185.928,1925,"Feist, Lou", 200,0
67,182.88,1946,"Fekete, Gene", 195,0
